EURUSD.Close	EURUSD.High	EURUSD.Low	USDJPY.Close	USDJPY.High	USDJPY.Low	USDCHF.Close	USDCHF.High	USDCHF.Low	GBPUSD.Close	GBPUSD.High	GBPUSD.Low	USDCAD.Close	USDCAD.High	USDCAD.Low	EURGBP.Close	EURGBP.High	EURGBP.Low	EURJPY.Close	EURJPY.High	EURJPY.Low	EURCHF.Close	EURCHF.High	EURCHF.Low	AUDUSD.Close	AUDUSD.High	AUDUSD.Low	GBPJPY.Close	GBPJPY.High	GBPJPY.Low	CHFJPY.Close	CHFJPY.High	CHFJPY.Low	GBPCHF.Close	GBPCHF.High	GBPCHF.Low	NZDUSD.Close	NZDUSD.High	NZDUSD.Low
2012-05-15	1.2728	1.287	1.2718	80.231	80.335	79.815	0.9435	0.9441	0.9334	1.5994	1.6114	1.5987	1.0063	1.0073	0.9988	0.7957	0.8014	0.795	102.129	102.871	102.03	1.201	1.2014	1.2004	0.993	1.0018	0.9919	128.332	128.771	128.058	85.038	85.637	84.969	1.509	1.5102	1.4986	0.7684	0.7798	0.7678
2012-05-16	1.2723	1.2759	1.2682	80.21	80.552	80.196	0.9438	0.9471	0.9414	1.5915	1.5998	1.5889	1.0115	1.013	1.0054	0.7993	0.8008	0.795	102.114	102.714	101.914	1.201	1.2014	1.2005	0.9917	0.9968	0.9871	127.72	128.51	127.607	85.004	85.507	84.85	1.502	1.5107	1.5	0.7644	0.7696	0.7624
2012-05-17	1.27	1.2749	1.2666	79.263	80.393	79.12	0.9455	0.9481	0.9421	1.5799	1.5932	1.579	1.0188	1.0188	1.0103	0.8038	0.8046	0.7991	100.673	102.385	100.52	1.2008	1.2013	1.2	0.9908	0.9965	0.9893	125.239	127.984	125.15	83.819	85.24	83.715	1.4938	1.5031	1.4921	0.7644	0.7684	0.7621
2012-05-18	1.2773	1.2794	1.2643	79.029	79.463	79.015	0.9403	0.95	0.9388	1.5822	1.5838	1.5732	1.0206	1.0227	1.0139	0.8072	0.8078	0.8024	100.942	101.099	100.215	1.2009	1.2012	1.2006	0.9813	0.9899	0.9795	125.041	125.655	124.658	84.042	84.169	83.437	1.4875	1.4967	1.4868	0.7545	0.765	0.7522
2012-05-21	1.2816	1.2825	1.2723	79.279	79.449	79.03	0.9372	0.9438	0.9366	1.584	1.5841	1.5774	1.0166	1.0246	1.0162	0.8091	0.8098	0.8059	101.621	101.706	100.83	1.2012	1.2015	1.2004	0.9916	0.992	0.9804	125.589	125.825	124.963	84.578	84.655	83.97	1.4846	1.4897	1.4831	0.765	0.7661	0.7542
2012-05-22	1.2676	1.2817	1.2655	79.923	80.147	79.274	0.9473	0.9488	0.9372	1.5749	1.5848	1.5739	1.0219	1.0234	1.0152	0.8048	0.8102	0.8039	101.331	102.123	101.12	1.201	1.2014	1.2	0.9808	0.9937	0.9787	125.898	126.46	125.448	84.35	85.028	84.18	1.4918	1.4935	1.4825	0.7541	0.7676	0.752
2012-05-23	1.2584	1.2688	1.2545	79.489	80.073	79.2	0.9542	0.9573	0.9467	1.5702	1.5771	1.5673	1.0236	1.0296	1.0207	0.8012	0.8062	0.7994	100.04	101.478	99.52	1.2009	1.2013	1.2003	0.9756	0.9803	0.9689	124.812	126.182	124.293	83.281	84.48	82.86	1.4984	1.5017	1.4898	0.7513	0.7555	0.7457
2012-05-24	1.2533	1.262	1.2516	79.61	79.63	79.35	0.9585	0.9595	0.9534	1.5664	1.5727	1.5639	1.0272	1.0296	1.0226	0.8	0.8027	0.7997	99.77	100.26	99.37	1.2012	1.2076	1.2006	0.9748	0.9813	0.9712	124.69	124.97	124.16	83.03	83.4	82.74	1.5014	1.5055	1.4964	0.7514	0.7574	0.7482
2012-05-25	1.2518	1.2603	1.2496	79.64	79.821	79.45	0.9595	0.9611	0.9535	1.5657	1.57	1.5629	1.029	1.0305	1.0243	0.7993	0.8045	0.7979	99.695	100.331	99.475	1.2011	1.2037	1.2	0.9771	0.9802	0.9727	124.712	124.977	124.4	82.992	83.427	82.821	1.5024	1.5053	1.4945	0.7549	0.7588	0.7515
2012-05-28	1.2543	1.2624	1.2524	79.447	79.718	79.3	0.9582	0.9596	0.9526	1.5684	1.5717	1.5659	1.0237	1.029	1.0214	0.7996	0.8037	0.7982	99.645	100.28	99.475	1.2019	1.2032	1.2009	0.985	0.9891	0.9766	124.6	125.12	124.35	82.903	83.44	82.778	1.503	1.5058	1.4964	0.7602	0.7648	0.756
2012-05-29	1.2493	1.2575	1.2461	79.512	79.64	79.34	0.9612	0.9638	0.956	1.5641	1.5717	1.5605	1.0229	1.027	1.0207	0.7987	0.8006	0.7979	99.337	99.943	98.905	1.201	1.2025	1.2004	0.9842	0.9899	0.9797	124.37	124.985	123.887	82.7	83.15	82.373	1.5035	1.5048	1.5006	0.7618	0.765	0.7579
2012-05-30	1.2373	1.2494	1.236	79.04	79.567	78.83	0.9706	0.9714	0.9613	1.5485	1.5638	1.5475	1.0294	1.0311	1.0222	0.7988	0.8	0.7971	97.845	99.371	97.74	1.2008	1.2014	1.2002	0.9716	0.9846	0.9702	122.439	124.398	122.283	81.46	82.738	81.389	1.5028	1.5064	1.5011	0.7539	0.7625	0.7527
2012-05-31	1.2375	1.243	1.2337	78.38	79.13	78.22	0.9705	0.9736	0.9666	1.5422	1.5526	1.5361	1.0314	1.0366	1.0262	0.8023	0.8036	0.7989	96.99	98.03	96.52	1.201	1.202	1.2003	0.9765	0.977	0.9674	120.856	122.49	120.16	80.74	81.61	80.36	1.4966	1.5035	1.4947	0.7551	0.7576	0.7501
2012-06-01	1.2408	1.2459	1.2289	78.125	78.714	77.666	0.9677	0.9772	0.964	1.5358	1.5438	1.5269	1.0399	1.0443	1.0322	0.8078	0.8092	0.8017	96.945	97.513	95.602	1.2007	1.2013	1.2004	0.9681	0.9736	0.9582	119.992	121.05	118.808	80.714	81.206	79.622	1.4864	1.498	1.484	0.7531	0.7567	0.7457
2012-06-04	1.2496	1.251	1.2386	78.36	78.47	77.99	0.9609	0.9696	0.9597	1.5387	1.5415	1.5343	1.0397	1.0446	1.0368	0.812	0.813	0.8068	97.92	98	96.77	1.2009	1.2014	1.2	0.9724	0.9747	0.9628	120.562	120.68	119.78	81.52	81.6	80.56	1.4786	1.4887	1.4764	0.7567	0.7597	0.7502
2012-06-05	1.2446	1.2542	1.241	78.756	78.97	78.109	0.9649	0.9676	0.9577	1.5373	1.5408	1.5322	1.0383	1.0426	1.0361	0.8095	0.8141	0.8089	98.025	98.332	97.051	1.2008	1.2014	1.2001	0.9748	0.9804	0.9711	121.076	121.35	119.765	81.616	81.875	80.809	1.4833	1.4849	1.4756	0.7564	0.7604	0.7521
2012-06-06	1.2572	1.2583	1.244	79.239	79.278	78.616	0.9549	0.9653	0.9541	1.5497	1.5515	1.5374	1.0278	1.0384	1.0272	0.811	0.8125	0.805	99.634	99.723	97.929	1.2007	1.2012	1.2	0.9923	0.993	0.9738	122.82	122.96	120.898	82.964	83.051	81.54	1.48	1.4915	1.4776	0.7694	0.7703	0.7561
2012-06-07	1.2582	1.2626	1.254	79.659	79.793	79.209	0.9543	0.9578	0.9513	1.5539	1.5601	1.5431	1.0266	1.0296	1.0207	0.8096	0.8132	0.8064	100.2	100.627	99.417	1.2009	1.2016	1.2004	0.9908	1.0003	0.9878	123.786	124.344	122.328	83.448	83.773	82.77	1.4829	1.4892	1.477	0.7695	0.7754	0.7681
2012-06-08	1.2501	1.2575	1.2436	79.353	79.753	79.113	0.9605	0.9658	0.9552	1.5467	1.5537	1.5404	1.027	1.0355	1.0266	0.8082	0.81	0.8071	99.202	100.27	98.546	1.2009	1.2014	1.2003	0.9918	0.9928	0.9821	122.71	123.841	121.921	82.6	83.482	82.05	1.4858	1.4882	1.4829	0.7709	0.7715	0.7619
2012-06-11	1.2483	1.2668	1.248	79.459	79.729	79.34	0.9619	0.9623	0.9479	1.5487	1.5582	1.547	1.0313	1.0316	1.0201	0.806	0.8157	0.8052	99.19	100.91	99.14	1.2008	1.2026	1.2003	0.9867	1.001	0.9863	123.057	124.08	122.97	82.585	84.029	82.56	1.4899	1.4913	1.4723	0.7687	0.7789	0.7686
2012-06-12	1.2499	1.253	1.2442	79.471	79.692	79.167	0.9607	0.965	0.9585	1.557	1.559	1.5455	1.0266	1.0326	1.0253	0.8026	0.808	0.8009	99.332	99.791	98.72	1.201	1.2012	1.2	0.9933	0.9941	0.9851	123.747	123.84	122.56	82.698	83.085	82.2	1.496	1.4988	1.4865	0.7758	0.7775	0.7671
2012-06-13	1.2571	1.261	1.2474	79.35	79.75	79.26	0.9553	0.9628	0.9521	1.5515	1.5598	1.5512	1.0296	1.0296	1.0238	0.8102	0.8107	0.8024	99.76	100.11	99.27	1.201	1.2016	1.2001	0.9942	1.0004	0.993	123.121	124.28	123.04	83.06	83.37	82.66	1.4821	1.4969	1.4811	0.7747	0.7809	0.7744
2012-06-14	1.2614	1.2635	1.2543	79.3	79.48	79.16	0.952	0.9574	0.9506	1.5548	1.5562	1.5473	1.0236	1.0294	1.023	0.8111	0.8121	0.8084	100.06	100.26	99.47	1.2012	1.2021	1.2004	0.9998	1.0007	0.9922	123.317	123.48	122.78	83.29	83.47	82.84	1.4805	1.4854	1.479	0.7813	0.7824	0.775
2012-06-15	1.2645	1.2664	1.2592	78.664	79.51	78.6	0.9496	0.9538	0.9486	1.5688	1.5725	1.5477	1.0222	1.0256	1.0218	0.8059	0.8153	0.8054	99.479	100.38	99.086	1.201	1.2012	1.2003	1.0084	1.0093	0.9995	123.422	123.623	122.138	82.82	83.56	82.503	1.4898	1.4906	1.4731	0.789	0.7904	0.781
2012-06-18	1.2577	1.2747	1.2556	79.112	79.306	78.676	0.9547	0.9564	0.9423	1.5668	1.579	1.5633	1.0243	1.0279	1.0193	0.8027	0.8111	0.802	99.5	100.86	99.109	1.2009	1.2017	1.2002	1.0118	1.0142	1.0056	123.948	124.645	123.351	82.84	83.95	82.525	1.4959	1.497	1.4814	0.7921	0.7947	0.7884
2012-06-19	1.2691	1.2731	1.2569	79.046	79.108	78.847	0.9462	0.9555	0.9428	1.5739	1.5757	1.5616	1.0175	1.0244	1.0163	0.8063	0.808	0.8025	100.333	100.49	99.191	1.2009	1.2012	1.2002	1.0193	1.0203	1.0104	124.419	124.519	123.25	83.537	83.67	82.593	1.4892	1.4967	1.4859	0.7981	0.799	0.7909
2012-06-20	1.267	1.2743	1.2638	79.488	79.702	78.797	0.9478	0.9502	0.9425	1.5692	1.5777	1.5652	1.0198	1.0232	1.016	0.8073	0.8099	0.8057	100.701	101.409	99.835	1.201	1.2014	1.2004	1.0167	1.0224	1.0134	124.721	125.48	123.507	83.851	84.443	83.13	1.4873	1.4906	1.4827	0.7933	0.7986	0.7918
2012-06-21	1.2545	1.2701	1.2532	80.26	80.33	79.39	0.9571	0.9583	0.9457	1.5587	1.5734	1.5577	1.029	1.0296	1.0174	0.8048	0.8091	0.8041	100.69	101.63	100.52	1.201	1.2013	1.2003	1.0041	1.0205	1.0028	125.103	125.83	124.63	83.84	84.62	83.7	1.4921	1.4934	1.4846	0.7872	0.8018	0.7861
2012-06-22	1.2565	1.2583	1.252	80.413	80.57	80.011	0.9556	0.9592	0.9544	1.5583	1.5634	1.5557	1.0242	1.03	1.0238	0.8062	0.8067	0.8024	101.039	101.231	100.385	1.2008	1.2013	1.2002	1.0069	1.0081	1.0009	125.314	125.757	124.787	84.142	84.295	83.58	1.4891	1.4968	1.4886	0.7909	0.7923	0.7847
2012-06-25	1.25	1.2569	1.2472	79.65	80.62	79.41	0.9606	0.9629	0.9556	1.5572	1.5595	1.5539	1.0289	1.0318	1.0248	0.8027	0.8074	0.8017	99.58	101.11	99.12	1.2008	1.2012	1.2	1.0008	1.0063	0.9967	124.029	125.66	123.53	82.92	84.18	82.57	1.4959	1.4973	1.4878	0.7875	0.7908	0.784
2012-06-26	1.2499	1.2531	1.2442	79.451	79.788	79.235	0.9608	0.9652	0.9585	1.5645	1.5651	1.5564	1.0233	1.0297	1.0228	0.7989	0.804	0.7983	99.314	99.89	98.752	1.201	1.2012	1.2004	1.0077	1.0086	1.0001	124.305	124.445	123.54	82.674	83.17	82.225	1.503	1.5042	1.494	0.7923	0.7934	0.787
2012-06-27	1.2469	1.2508	1.2446	79.73	79.87	79.36	0.9631	0.965	0.9602	1.5566	1.5641	1.5546	1.0252	1.0267	1.0237	0.801	0.8016	0.7986	99.43	99.61	99.08	1.2009	1.2012	1.2004	1.0079	1.009	1.0041	124.11	124.56	123.88	82.79	82.94	82.5	1.4993	1.5038	1.4983	0.7915	0.7923	0.7876
2012-06-28	1.2445	1.2524	1.2408	79.418	79.755	79.224	0.9649	0.9678	0.9592	1.5512	1.5624	1.5483	1.033	1.0363	1.0233	0.8022	0.8029	0.7984	98.841	99.49	98.332	1.2009	1.2015	1.2	1.004	1.013	0.9994	123.185	124.18	122.868	82.288	82.83	81.885	1.4967	1.5038	1.4958	0.7873	0.7965	0.7835
2012-06-29	1.2654	1.2693	1.2433	79.916	79.976	79.138	0.949	0.966	0.9463	1.5671	1.5707	1.551	1.0181	1.0341	1.0166	0.8074	0.8095	0.801	101.138	101.394	98.537	1.201	1.2038	1.2005	1.0229	1.0257	1.0019	125.257	125.44	122.89	84.201	84.415	82.035	1.4876	1.4994	1.4843	0.7996	0.8044	0.785
2012-07-02	1.2583	1.268	1.2569	79.48	79.979	79.315	0.9543	0.9559	0.9475	1.5695	1.5722	1.5642	1.0167	1.0201	1.0156	0.8017	0.8078	0.8013	100.019	101.293	99.766	1.201	1.2019	1.2005	1.0255	1.0278	1.0213	124.754	125.51	124.32	83.264	84.32	83.042	1.498	1.4992	1.4871	0.8041	0.805	0.8002
2012-07-03	1.2607	1.2627	1.2559	79.825	79.931	79.416	0.9525	0.9564	0.9513	1.5691	1.5713	1.5658	1.0126	1.0172	1.0121	0.8034	0.8044	0.8013	100.649	100.832	99.898	1.2009	1.2016	1.2006	1.0288	1.0299	1.0227	125.255	125.453	124.615	83.788	83.945	83.168	1.4946	1.4993	1.4932	0.8048	0.8064	0.8015
2012-07-04	1.2533	1.2607	1.2508	79.828	79.89	79.594	0.9583	0.9605	0.9527	1.5603	1.569	1.5575	1.0127	1.0142	1.0119	0.8031	0.8054	0.8026	100.04	100.667	99.798	1.2011	1.2014	1.2008	1.028	1.032	1.0261	124.554	125.286	124.267	83.295	83.808	83.084	1.4951	1.4966	1.4915	0.8041	0.8064	0.8025
2012-07-05	1.2389	1.254	1.2364	79.893	80.095	79.563	0.9693	0.9716	0.9581	1.5527	1.5623	1.55	1.0138	1.0157	1.01	0.7977	0.8042	0.7965	98.976	100.342	98.797	1.201	1.2017	1.2004	1.029	1.0329	1.0243	124.029	124.868	123.861	82.393	83.538	82.258	1.5053	1.5081	1.4938	0.8036	0.8075	0.8006
2012-07-06	1.2275	1.2401	1.2259	79.614	80.022	79.483	0.9782	0.9795	0.9685	1.5483	1.5551	1.5459	1.0186	1.0208	1.014	0.7926	0.7983	0.7923	97.72	99.103	97.59	1.2008	1.2015	1.2003	1.0218	1.0291	1.0175	123.28	124.29	123	81.374	82.498	81.28	1.5146	1.5153	1.5047	0.7985	0.8051	0.7954
2012-07-09	1.231	1.2324	1.2225	79.579	79.78	79.4	0.9753	0.9818	0.974	1.5522	1.5531	1.5468	1.0191	1.0221	1.0175	0.793	0.7948	0.7908	97.969	98.135	97.472	1.2005	1.2014	1.2	1.0201	1.0213	1.0151	123.535	123.685	122.94	81.576	81.71	81.14	1.5141	1.5196	1.5109	0.7964	0.7982	0.7925
2012-07-10	1.2252	1.2334	1.2236	79.376	79.595	79.215	0.9801	0.9815	0.9738	1.5514	1.5549	1.5479	1.0226	1.0229	1.0166	0.7896	0.7935	0.7893	97.244	98.06	97.22	1.2008	1.2013	1.2004	1.0181	1.0245	1.016	123.145	123.61	122.78	80.973	81.64	80.96	1.5205	1.521	1.5136	0.7931	0.7987	0.7926
2012-07-11	1.2233	1.2297	1.2212	79.672	79.76	79.12	0.9814	0.9832	0.9767	1.5493	1.5578	1.5485	1.0209	1.0231	1.0174	0.7892	0.7904	0.787	97.473	97.737	97.006	1.2006	1.2012	1.2	1.023	1.0284	1.018	123.44	123.988	122.965	81.16	81.387	80.775	1.5206	1.5257	1.5196	0.7956	0.8002	0.7933
2012-07-12	1.221	1.2249	1.2165	79.288	79.954	79.15	0.9833	0.987	0.9803	1.5438	1.5516	1.5392	1.0176	1.025	1.0173	0.7907	0.7914	0.788	96.803	97.868	96.38	1.2007	1.201	1.2001	1.0151	1.026	1.0097	122.393	124.033	121.977	80.613	81.494	80.278	1.5182	1.5236	1.517	0.7913	0.7979	0.786
2012-07-13	1.224	1.2257	1.216	79.26	79.393	79.078	0.9811	0.9873	0.9797	1.557	1.558	1.5415	1.0138	1.0203	1.0125	0.7861	0.7913	0.7854	97.009	97.103	96.415	1.2008	1.2011	1.2	1.0219	1.0232	1.0123	123.389	123.52	122.177	80.77	80.85	80.295	1.5274	1.5285	1.5175	0.7942	0.7966	0.789
2012-07-16	1.2279	1.229	1.2176	78.824	79.284	78.691	0.9779	0.9864	0.9771	1.5633	1.5655	1.5518	1.0143	1.0173	1.0133	0.7853	0.7878	0.783	96.799	97.32	96.171	1.2007	1.2012	1.2004	1.0256	1.0263	1.0203	123.225	123.54	122.527	80.58	81.03	80.08	1.5289	1.5335	1.5247	0.7983	0.799	0.7937
2012-07-17	1.2281	1.2317	1.2188	79.1	79.17	78.8	0.9781	0.9852	0.9751	1.5643	1.5678	1.5551	1.0125	1.017	1.012	0.7851	0.7875	0.7831	97.15	97.38	96.37	1.2013	1.2015	1.2	1.031	1.0318	1.0234	123.732	123.81	122.96	80.86	81.07	80.26	1.5297	1.5336	1.5251	0.7978	0.8006	0.7929
2012-07-18	1.2276	1.2306	1.2215	78.764	79.155	78.72	0.9781	0.983	0.9761	1.5653	1.5668	1.558	1.0104	1.0149	1.0096	0.7842	0.787	0.7828	96.69	97.31	96.44	1.2009	1.2016	1.2	1.0363	1.0368	1.0288	123.3	123.913	123.047	80.499	81.01	80.318	1.5312	1.5338	1.5264	0.7995	0.8007	0.7916
2012-07-19	1.2271	1.2324	1.2228	78.589	78.823	78.42	0.9785	0.982	0.9746	1.5719	1.5738	1.5637	1.0074	1.0107	1.0061	0.7806	0.7854	0.779	96.433	96.822	96.1	1.201	1.2014	1.2003	1.0427	1.0448	1.0357	123.49	123.681	122.935	80.301	80.615	80.03	1.5383	1.5413	1.5292	0.803	0.8057	0.7993
2012-07-20	1.2164	1.2283	1.2144	78.467	78.802	78.41	0.9872	0.9888	0.9779	1.5617	1.5721	1.5608	1.0126	1.0131	1.007	0.7788	0.782	0.777	95.438	96.712	95.31	1.2009	1.2014	1.2002	1.0375	1.043	1.0359	122.523	123.797	122.423	79.465	80.52	79.38	1.5417	1.5452	1.5358	0.7993	0.8039	0.7976
2012-07-23	1.2134	1.2145	1.2068	78.375	78.532	77.947	0.9891	0.9951	0.9887	1.5522	1.5626	1.5486	1.0168	1.0204	1.0132	0.7816	0.7825	0.7756	95.116	95.268	94.243	1.2009	1.2013	1.2003	1.0276	1.0375	1.0244	121.67	122.58	121.148	79.195	79.319	78.48	1.5359	1.5484	1.5347	0.789	0.7991	0.7866
2012-07-24	1.2064	1.2138	1.2041	78.194	78.374	78.08	0.9954	0.9972	0.9895	1.5506	1.5552	1.5486	1.0214	1.0227	1.0153	0.7778	0.7821	0.7766	94.324	95.02	94.075	1.2008	1.2011	1.2	1.0234	1.0319	1.0211	121.262	121.71	120.973	78.535	79.116	78.35	1.5435	1.5459	1.5358	0.7853	0.7926	0.7838
2012-07-25	1.2152	1.2171	1.2054	78.13	78.28	78.07	0.9882	0.9964	0.9869	1.5496	1.5551	1.5459	1.0151	1.0232	1.0136	0.7841	0.7854	0.7776	94.946	95.205	94.144	1.201	1.2012	1.2004	1.0312	1.0337	1.0178	121.069	121.7	120.933	79.051	79.271	78.385	1.5311	1.5446	1.5292	0.789	0.7916	0.7809
2012-07-26	1.2282	1.233	1.2115	78.273	78.316	77.988	0.9776	0.991	0.974	1.5687	1.5724	1.5467	1.0097	1.0166	1.0061	0.7827	0.786	0.7814	96.135	96.429	94.625	1.2008	1.2013	1.2001	1.0394	1.0425	1.0289	122.78	123.005	120.776	80.042	80.283	78.81	1.5341	1.5365	1.5278	0.802	0.8024	0.7887
2012-07-27	1.2317	1.239	1.224	78.47	78.678	78.04	0.9749	0.9809	0.9692	1.5733	1.5768	1.5665	1.0038	1.0106	1.0033	0.7827	0.7873	0.7798	96.682	97.333	95.605	1.201	1.2013	1.2	1.0479	1.0483	1.038	123.516	123.775	122.414	80.495	81.026	79.638	1.5341	1.5395	1.525	0.8094	0.8106	0.7986
2012-07-30	1.2253	1.2339	1.2226	78.203	78.545	78.122	0.98	0.9823	0.9732	1.569	1.5751	1.5673	1.0028	1.0053	1.0022	0.7809	0.7839	0.779	95.837	96.85	95.54	1.2009	1.2012	1.2008	1.0482	1.0512	1.045	122.7	123.67	122.51	79.795	80.61	79.55	1.5378	1.5416	1.5321	0.8079	0.8112	0.8073
2012-07-31	1.2308	1.233	1.2247	78.117	78.304	78.01	0.9758	0.9805	0.9739	1.5679	1.573	1.5623	1.0026	1.0043	0.9999	0.7849	0.7865	0.7796	96.146	96.28	95.71	1.2011	1.202	1.2003	1.0506	1.0538	1.0484	122.485	123.045	122.188	80.043	80.145	79.694	1.5299	1.5402	1.5272	0.8098	0.8122	0.8076
2012-08-01	1.2239	1.2336	1.2218	78.48	78.495	77.915	0.9814	0.9831	0.9738	1.5554	1.5691	1.5531	1.004	1.0056	0.9999	0.7868	0.7894	0.7842	96.06	96.459	95.703	1.2014	1.202	1.2005	1.047	1.0544	1.0447	122.059	122.685	121.76	79.941	80.295	79.68	1.5266	1.5316	1.5215	0.8093	0.8144	0.8077
2012-08-02	1.2176	1.2405	1.2131	78.22	78.538	78.122	0.9863	0.9899	0.9691	1.5509	1.568	1.5489	1.0074	1.0085	1	0.785	0.7913	0.7822	95.237	96.983	94.89	1.201	1.2029	1.2005	1.0454	1.058	1.0435	121.297	122.63	121.079	79.282	80.665	79.017	1.5296	1.5352	1.5193	0.8089	0.8172	0.8071
2012-08-03	1.2379	1.2392	1.2167	78.547	78.773	78.073	0.9706	0.9873	0.9691	1.564	1.5657	1.5505	1.0015	1.0077	0.9977	0.7914	0.7924	0.7844	97.234	97.397	95.03	1.2015	1.2017	1.2007	1.0547	1.0572	1.0446	122.836	123.06	121.095	80.908	81.06	79.11	1.518	1.5317	1.5163	0.8182	0.8201	0.8087
2012-08-06	1.2412	1.2443	1.2339	78.199	78.642	78.1	0.9674	0.9734	0.9656	1.5619	1.5665	1.5545	0.9988	1.002	0.9979	0.7946	0.7963	0.7914	97.068	97.8	96.66	1.2012	1.2079	1.2005	1.0582	1.0595	1.0532	122.15	123.18	121.683	80.796	81.382	80.485	1.5115	1.5183	1.5081	0.821	0.8224	0.816
2012-08-07	1.2405	1.2442	1.2373	78.64	78.74	78.161	0.9682	0.9706	0.9653	1.5633	1.5684	1.5563	0.9967	1.0012	0.9958	0.7934	0.796	0.7921	97.559	97.82	96.83	1.201	1.202	1.2007	1.0555	1.0606	1.0545	122.942	123.26	121.708	81.2	81.411	80.615	1.5137	1.5166	1.5092	0.8153	0.8224	0.8146
2012-08-08	1.2358	1.2402	1.2326	78.501	78.66	78.19	0.9717	0.9745	0.9678	1.5653	1.5677	1.5573	0.9944	0.9989	0.9932	0.7896	0.7948	0.7878	97.027	97.484	96.545	1.2008	1.2015	1.2005	1.057	1.0585	1.0528	122.878	122.99	121.87	80.769	81.155	80.386	1.5211	1.5244	1.511	0.8154	0.8166	0.811
2012-08-09	1.2292	1.2387	1.2266	78.578	78.792	78.27	0.9768	0.979	0.969	1.563	1.5686	1.5602	0.992	0.9951	0.9908	0.7864	0.7901	0.7853	96.6	97.284	96.32	1.2008	1.2014	1.2	1.0579	1.0616	1.0549	122.834	123.205	122.35	80.433	80.98	80.188	1.527	1.5287	1.52	0.8121	0.8164	0.8094
2012-08-10	1.2293	1.2317	1.2242	78.26	78.64	78.16	0.9766	0.981	0.9749	1.5668	1.5701	1.5578	0.9914	0.997	0.9908	0.7845	0.788	0.7827	96.22	96.74	95.72	1.2008	1.2011	1.2	1.057	1.0581	1.0497	122.635	122.95	121.8	80.12	80.54	79.71	1.5306	1.5339	1.5245	0.8122	0.8135	0.8084
2012-08-13	1.2332	1.2374	1.2258	78.361	78.376	78.13	0.9737	0.9795	0.9704	1.5684	1.5717	1.5657	0.9926	0.994	0.9901	0.7861	0.7874	0.7828	96.655	96.91	95.946	1.2009	1.2013	1.2	1.051	1.0574	1.0492	122.901	123.1	122.41	80.465	80.69	79.89	1.5272	1.5342	1.5248	0.8087	0.8132	0.8073
2012-08-14	1.2324	1.2386	1.2314	78.707	78.934	78.315	0.9743	0.9751	0.9698	1.5684	1.5728	1.567	0.9913	0.994	0.9902	0.7857	0.7884	0.7852	97.024	97.47	96.55	1.2009	1.2013	1.2	1.0494	1.0541	1.0479	123.46	123.926	122.77	80.77	81.15	80.39	1.5281	1.5291	1.5231	0.8051	0.8114	0.8047
2012-08-15	1.2287	1.2344	1.226	78.877	79.05	78.588	0.9772	0.9792	0.973	1.5687	1.5701	1.566	0.989	0.9935	0.9882	0.7832	0.788	0.7821	96.924	97.426	96.51	1.2009	1.2013	1.2003	1.0503	1.0515	1.0455	123.732	124.04	123.3	80.701	81.11	80.368	1.5331	1.535	1.5245	0.8068	0.8078	0.8037
2012-08-16	1.2362	1.2373	1.2256	79.277	79.404	78.955	0.9715	0.9799	0.9702	1.5739	1.5744	1.5637	0.986	0.99	0.9855	0.7854	0.786	0.7813	98.003	98.179	96.996	1.2007	1.2011	1.2	1.0519	1.0529	1.0475	124.75	124.938	123.795	81.593	81.747	80.76	1.5288	1.5373	1.5276	0.8109	0.812	0.8056
2012-08-17	1.2318	1.2382	1.2288	79.544	79.575	79.234	0.9748	0.9773	0.9697	1.5683	1.5739	1.5671	0.989	0.9901	0.986	0.7852	0.788	0.7834	97.98	98.41	97.67	1.2008	1.2013	1.2003	1.0411	1.0532	1.0408	124.758	124.97	124.469	81.58	81.935	81.35	1.529	1.5327	1.5242	0.8063	0.8126	0.8057
2012-08-20	1.2344	1.237	1.2294	79.394	79.658	79.29	0.9729	0.9768	0.9709	1.5707	1.5717	1.5679	0.9885	0.9902	0.9871	0.7857	0.7871	0.7832	98.008	98.353	97.73	1.2009	1.2013	1.2	1.045	1.0472	1.0419	124.694	125.015	124.508	81.588	81.888	81.362	1.5282	1.5331	1.5259	0.8089	0.8109	0.8064
2012-08-21	1.2465	1.2488	1.2347	79.239	79.525	79.19	0.9634	0.9728	0.9613	1.5777	1.5804	1.5707	0.9893	0.99	0.9838	0.79	0.7908	0.7855	98.774	99.182	97.966	1.2008	1.2013	1.2	1.0473	1.0522	1.0443	125.027	125.52	124.636	82.238	82.57	81.56	1.52	1.529	1.5184	0.8101	0.8145	0.8089
2012-08-22	1.2518	1.2538	1.2432	78.491	79.375	78.287	0.9593	0.966	0.9577	1.5861	1.5873	1.5766	0.9915	0.9947	0.9891	0.7892	0.791	0.7877	98.267	99.02	98.094	1.201	1.2012	1.2	1.0503	1.0521	1.0413	124.48	125.518	124.09	81.825	82.44	81.683	1.5213	1.5245	1.5182	0.8129	0.8144	0.8077
2012-08-23	1.2561	1.259	1.2524	78.452	78.695	78.34	0.956	0.9589	0.9534	1.5862	1.5913	1.5856	0.9933	0.9949	0.9883	0.7917	0.7924	0.7884	98.56	98.814	98.23	1.2008	1.2012	1.2	1.0441	1.0547	1.0432	124.43	124.995	124.306	82.059	82.27	81.82	1.5163	1.5234	1.5148	0.8133	0.8189	0.8126
